cache_mb,capacity_gb,category,form_factor,interface,lighting,manufacturer,name,nvme,opendb_id,part_id,release_year,series,storage_type,variant
,960,ssd,M.2-2280,M.2 PCIe 3.0 x4,,Kingston,Kingston KC1000 960GB SSD M.2-2280 PCIe 3.0 x4 NVMe,True,226765b3-7dd9-41c8-94fd-46c5d4a7fa57,ssd_0334,,KC1000,SSD,960GB
1024,1000,ssd,M.2-2280,M.2 PCIe 5.0 x4,,Western Digital,Western Digital WD_BLACK SN8100 1TB SSD M.2-2280 PCIe 5.0 x4 NVMe,True,228afd1d-10ae-4aab-ad5c-1efa8981b4c3,ssd_0335,,WD_BLACK,SSD,1000GB
,2000,ssd,M.2-2280,M.2 PCIe 3.0 x4,,TEAMGROUP,TEAMGROUP T-Create Classic 2TB SSD M.2 PCIe 3.0 NVMe,True,229a59a2-c6be-4554-88ee-fe41a87538e7,ssd_0336,,T-Create,SSD,2000GB
,500,ssd,M.2-2280,M.2 PCIe 3.0 x4,,Sabrent,Rocket Q NVMe SSD,True,22d5f0ba-c364-4184-9182-5f941b2d5489,ssd_0337,2021,Rocket Q,SSD,500GB
,240,ssd,M.2-2280,M.2 SATA,,Western Digital,Western Digital WD Green 240GB SSD M.2-2280 SATA,False,22d8b8aa-4117-40f0-9e3a-72a9fccf22e1,ssd_0338,,WD,SSD,240GB
,1000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,AITC Kingsman,AITC Kingsman KE680 1TB SSD M.2-2280 PCIe 4.0 X4 NVME,True,22eb0219-0968-4a76-bb37-574183af4540,ssd_0339,,KE680,SSD,1000GB
,256,ssd,M.2-2280,M.2 PCIe 3.0 x4,,Intel,Intel 760p 256GB M.2-2280 SSD PCIe 3.0 x4 NVMe,True,23011398-2b83-4ec7-8ae4-a3217e4de346,ssd_0340,,760p,SSD,256GB
,1000,ssd,"2.5""",SATA 6.0 Gb/s,,Seagate,"Seagate FireCuda 120 1TB SSD 2.5"" SATA",False,23199301-752e-4be4-9fbe-ea0155b63a65,ssd_0341,,FireCuda,SSD,1000GB
,240,ssd,"2.5""",SATA 6.0 Gb/s,,Seagate,"Seagate 600 Pro 240GB SSD 2.5"" SATA",False,231b899c-d146-4a3b-bb56-16b6302e3f99,ssd_0342,,600,SSD,240GB
,512,ssd,M.2-2280,M.2 SATA,,Crucial,Crucial M550 512GB SSD M.2-2280 SATA,False,231e32eb-3f9c-4f8b-bf4b-59d013c36ddf,ssd_0343,,M550,SSD,512GB
,2000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,TEAMGROUP,TEAMGROUP T-Create Classic C47 2TB SSD M.2 PCIe 4.0 NVMe,True,234d368b-398a-4427-bde2-ccdb5d53508f,ssd_0344,,T-Create,SSD,2000GB
,960,ssd,"2.5""",SATA 6.0 Gb/s,,Kingston,"Kingston SSDNow UV400 960 GB SSD 2.5"" SATA",False,23719338-39ef-4f1a-b3b9-230c7fec6634,ssd_0345,,SSDNow,SSD,960GB
,120,ssd,"2.5""",SATA 6.0 Gb/s,,Corsair,"Corsair Force 120GB SSD 2.5"" SATA",False,237f3146-2310-4f8b-a15c-c0af8e2ef2a3,ssd_0346,,Force,SSD,120GB
,2000,ssd,M.2-2280,M.2 PCIe 3.0 x4,,Klevv,Klevv CRAS C720 2TB SSD M.2-2280 PCIe 3.0 x4 NVMe,True,238c865a-d8e0-466e-aaf3-6b1e111fe457,ssd_0347,,CRAS,SSD,2000GB
,2000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,Sabrent,Sabrent Rocket 2TB M.2 SSD PCIe 4.0 NVMe,True,23902704-def2-48e2-95f3-e76383b99fb9,ssd_0348,,Rocket,SSD,2000GB
,480,ssd,"2.5""",SATA 6.0 Gb/s,,Kingston,"Kingston HyperX FURY RGB 480GB SSD 2.5"" SATA",False,23c82b79-0114-4367-8900-7c5faf3f25d4,ssd_0349,,HyperX,SSD,480GB
,500,ssd,M.2-2280,M.2 PCIe 3.0 x2,,Western Digital,Western Digital Blue 500GB SSD M.2 PCIe 3.0 NVMe,True,23daa09e-b759-4d6b-aae1-570942f11004,ssd_0350,,Blue,SSD,500GB
,256,ssd,M.2-2280,M.2 PCIe 3.0 x4,,Western Digital,Western Digital PC SN730 256GB M.2-2280 SSD PCIe 3.0 X4 NVMe,True,240d9a0b-ebd1-4daf-9411-24767934b3ee,ssd_0351,,PC,SSD,256GB
,256,ssd,M.2-2280,M.2 PCIe 3.0 x2,,Western Digital,Western Digital SN520 256GB SSD M.2 PCIe 3.0 NVMe,True,24359bce-6d57-4407-9a3f-3ca0499211d3,ssd_0352,,SN520,SSD,256GB
,1000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,Klevv,Klevv CRAS C910 Lite 1TB M.2-2280 SSD PCIe 4.0 NVMe,True,243c2981-146f-4d4c-a356-faa4ac490fcf,ssd_0353,,CRAS,SSD,1000GB
,250,ssd,M.2-2280,M.2 PCIe 3.0 x4,,Samsung,Samsung 960 Evo 250GB SSD M.2-2280 PCIe 3.0 x4 NVMe,True,244a33c8-e935-49ea-9912-0ad91346e8db,ssd_0354,,960,SSD,250GB
,1000,ssd,M.2-2230,M.2 PCIe 4.0 x4,,Corsair,Corsair MP600 MINI 1TB SSD M.2-2230 PCIe 4.0 x4 NVMe,True,24593542-a46c-44b1-be64-8d53e8dc763c,ssd_0355,,MP600,SSD,1000GB
,2000,ssd,M.2-2280,M.2 PCIe 3.0 x4,,Intel,Intel 660p 2TB M.2-2280 SSD PCIe 3.0 x4 NVMe,True,248a9f33-3106-4471-9947-b129394968ff,ssd_0356,,660p,SSD,2000GB
,2000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,Leven,Leven JPS850 2TB SSD M.2-2280 PCIe 4.0 X4 NVMe,True,249940cd-a53f-4fb8-adb5-5a99cf5baaff,ssd_0357,,JPS850,SSD,2000GB
,1000,ssd,M.2-2280,M.2 PCIe 3.0 x4,,Samsung,Samsung 980 1TB SSD M.2-2280 PCIe 3.0 x4 NVMe,True,24abeff0-8b3b-4824-b585-47f4d0407cbf,ssd_0358,,980,SSD,1000GB
,2000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,ADATA,ADATA XPG GAMMIX S70 Blade 2TB SSD M.2-2280 PCIe 4.0 X4 NVMe,True,24b434b0-af5d-487d-8330-c14904487f53,ssd_0359,,XPG,SSD,2000GB
,512,ssd,"2.5""",SATA 6.0 Gb/s,,Mushkin,"Mushkin ELEMENT 512GB SSD 2.5"" SATA 6.0 Gb/s",False,25578fa9-d68e-421c-80cf-f2aba8deb8aa,ssd_0360,,ELEMENT,SSD,512GB
,120,ssd,"2.5""",SATA 6.0 Gb/s,,TEAMGROUP,"TEAMGROUP GX1 120GB SSD 2.5"" SATA",False,255a4bd4-2c5c-469e-b4f4-23121f46657e,ssd_0361,,GX1,SSD,120GB
,500,ssd,M.2-2280,M.2 PCIe 4.0 x4,,Klevv,Klevv CRAS C925 500GB SSD M.2-2280 PCIe 4.0 x4 NVMe,True,255b6013-25ed-499b-b3a7-fb41fc0fcd4c,ssd_0362,,CRAS,SSD,500GB
,512,ssd,M.2-2280,M.2 PCIe 3.0 x4,,FanXiang,FanXiang S500 Pro 512GB M.2-2280 SSD PCIe 3.0 X4 NVMe,True,2570b5c6-c136-4646-92e8-1333ab6fa2ab,ssd_0363,,S500,SSD,512GB
,480,ssd,"2.5""",SATA 6.0 Gb/s,,AMD,"AMD Radeon R3 480GB SSD 2.5"" SATA 6.0 Gb/s",False,25beb8ef-d35a-4847-9750-009bd5fcf9c8,ssd_0364,,Radeon,SSD,480GB
,8000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,Lexar,Lexar PLAY 8TB SSD M.2-2280 PCIe 4.0 X4 NVMe,True,25c1a84a-d081-4147-b854-4f1c1ec589fc,ssd_0365,,PLAY,SSD,8000GB
,8000,ssd,"2.5""",SATA 6.0 Gb/s,,VisionTek,"VisionTek 901414 8TB SSD 2.5"" SATA",False,260f5776-953b-4320-9039-0e2376686445,ssd_0366,,901414,SSD,8000GB
,2000,ssd,PCIe,M.2 PCIe 3.0 x8,,Western Digital,Western Digital Black AN1500 2TB SSD PCIe NVMe,True,2630dc7b-9228-41bb-8364-5abbc07dddf5,ssd_0367,,Black,SSD,2000GB
,512,ssd,M.2-2280,M.2 PCIe 4.0 x4,,Seagate,Seagate BarraCuda 520 512GB M.2 SSD PCIe 4.0 NVMe,True,2692715c-d3d0-481d-8c70-238efcbacdec,ssd_0368,,BarraCuda,SSD,512GB
,1000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,GameStop,GameStop 23VG-GSPL-GameStop 1TB SSD Heatsink M.2 PCIe 4.0 NVMe,True,2698e683-59fb-4c21-8aae-f890bb076372,ssd_0369,,23VG-GSPL-GameStop,SSD,1000GB
,512,ssd,M.2-2280,M.2 PCIe 3.0 x4,,Toshiba,Toshiba XG3 512GB SSD M.2-2280 PCIe 3.0 x4 NVMe,True,26bd4331-cd6e-4400-9d0f-0ba1fa01cbf0,ssd_0370,,XG3,SSD,512GB
,1000,ssd,"2.5""",SATA 6.0 Gb/s,,Silicon Power,"Silicon Power Ace A56 1TB SSD 2.5"" SATA 6.0 Gb/s",False,26c4a27a-4da1-4bf2-8330-7a09894e9b79,ssd_0371,,Ace,SSD,1000GB
,1000,ssd,M.2-2280,M.2 PCIe 3.0 x4,,Western Digital,Western Digital PC SN730 1TB M.2 SSD PCIe 3.0 NVMe,True,26e0910c-5d7b-444a-9540-ea9986d99142,ssd_0372,,PC,SSD,1000GB
,500,ssd,"2.5""",SATA 6.0 Gb/s,,TEAMGROUP,"TEAMGROUP T-Force Delta RGB Lite 500GB SSD 2.5"" SATA",False,26e0c05b-9579-4e5b-a324-8bfc4c886988,ssd_0373,,T-Force,SSD,500GB
,500,ssd,M.2-2280,M.2 PCIe 4.0 x4,,Gigabyte,Gigabyte AORUS Gen4 500GB M.2-2280 SSD PCIe 4.0 x4 NVMe,True,26fdf428-9dad-4d6d-ac08-1b72c5e71afe,ssd_0374,,AORUS,SSD,500GB
,128,ssd,"2.5""",SATA 6.0 Gb/s,,OCZ,"OCZ Vertex 4 128GB SSD 2.5"" SATA 6.0 Gb/s",False,270facca-4ab5-4e42-9be6-54be00037aea,ssd_0375,,Vertex,SSD,128GB
,2000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,Netac,Netac NV7000-t 2TB SSD M.2-2280 PCIe 4.0 x4 NVMe,True,2710a155-8320-44b5-bc65-05dfb40c1edb,ssd_0376,,NV7000-t,SSD,2000GB
,256,ssd,"2.5""",SATA 6.0 Gb/s,,Intel,"Intel 545s 256 GB 2.5"" SSD SATA 6.0 Gb/s",False,27382568-78af-446c-8c21-50fdd4a09899,ssd_0377,,545s,SSD,256GB
,2000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,Corsair,Corsair MP600 PRO LPX 2TB SSD M.2-2280 PCIe 4.0 x4 NVMe,True,2747b5be-5868-4e12-b0f4-c122746c196a,ssd_0378,,MP600,SSD,2000GB
,1000,ssd,M.2-2280,M.2 PCIe 3.0 x4,,TEAMGROUP,TEAMGROUP T-Force Cardea II TUF Gaming Alliance 1TB SSD M.2 PCIe 3.0 NVMe,True,2757ae52-5fee-47ce-a82c-d4730b33370b,ssd_0379,,T-Force,SSD,1000GB
,480,ssd,"2.5""",SATA 6.0 Gb/s,,Integral,"Integral V Series 2 480GB SSD 2.5"" SATA",False,2778345e-4843-453e-bda8-f91bbc588064,ssd_0380,,V,SSD,480GB
,4000,ssd,M.2-2280,M.2 PCIe 5.0 x4,,Corsair,Corsair MP700 PRO 4TB SSD M.2-2280 PCIe 5.0 x4 NVMe,True,278c5e4d-be80-485a-9fe8-0f916da6b2b9,ssd_0381,,MP700,SSD,4000GB
,120,ssd,"2.5""",SATA 6.0 Gb/s,,PNY,"PNY CS1111 120GB 2.5"" SSD SATA",False,2790b02f-32ed-44fd-8f18-fa4f4551aff1,ssd_0382,,CS1111,SSD,120GB
,960,ssd,"2.5""",SATA 6.0 Gb/s,,Seagate,"Seagate IronWolf Pro 125 960GB SSD 2.5"" SATA 6.0 Gb/s",False,27a3e4aa-eb9e-42eb-ba78-2f9c1a78bf24,ssd_0383,,IronWolf,SSD,960GB
,1000,ssd,"2.5""",SATA 6.0 Gb/s,,Inland,"Inland Professional 1TB SSD 2.5"" SATA",False,27dd5aa3-e8d7-489c-9b1b-bf60c1a79872,ssd_0384,,Professional,SSD,1000GB
,2000,ssd,M.2-2280,M.2 PCIe 5.0 x4,,Gigabyte,Gigabyte AORUS Gen5 12000 2TB M.2 SSD PCIe 5.0 x4 NVMe,True,27f698e7-ea6e-4c09-b72c-1b0628919f73,ssd_0385,,AORUS,SSD,2000GB
,1000,ssd,"2.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Green 1TB SSD 2.5"" SATA",False,2811993a-2511-45a0-9763-6ef750ceb65c,ssd_0386,,Green,SSD,1000GB
,500,ssd,M.2-2280,M.2 PCIe 3.0 x4,,KIOXIA,KIOXIA EXCERIA 500GB M.2-2280 SSD PCIe 3.0 x4 NVMe,True,2817d1f8-edb7-4604-ac36-5034e9ffa70a,ssd_0387,,EXCERIA,SSD,500GB
,240,ssd,M.2-2280,M.2 PCIe 3.0 x4,,Corsair,Corsair MP510 240GB SSD M.2-2280 PCIe 3.0 x4 NVMe,True,281937e7-bdc1-44f9-994a-60edab8e7d70,ssd_0388,,MP510,SSD,240GB
,2000,ssd,M.2-2280,M.2 PCIe 5.0 x4,,PNY,PNY CS3150 RGB 2TB M.2-2280 SSD PCIe 5.0 NVMe,True,28292750-a04f-4e34-aeec-f54ffd58f838,ssd_0389,,CS3150,SSD,2000GB
,1000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,Crucial,Crucial P5 Plus 1TB SSD M.2-2280 PCIe 4.0 x4 NVMe,True,282f8981-b47e-4e49-9480-4956b461649f,ssd_0390,,P5,SSD,1000GB
,960,ssd,"2.5""",SATA 6.0 Gb/s,,SanDisk,"SanDisk SSD PLUS 960GB SSD 2.5"" SATA",False,2845fa01-ac1a-4dc9-9c61-ea48b01e6513,ssd_0391,,SSD,SSD,960GB
,120,ssd,"2.5""",SATA 3.0 Gb/s,,Intel,"Intel 320 120GB SSD 2.5"" SATA 3.0 Gb/s",False,284efbcc-58c7-4c77-8226-f206ed125299,ssd_0392,,320,SSD,120GB
,4000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,Seagate,Seagate FireCuda 530R 4TB M.2-2280 SSD PCIe 4.0 x4 NVMe,True,2879d41d-42ed-4806-a08d-7738d9ec1705,ssd_0393,,FireCuda,SSD,4000GB
,128,ssd,M.2-2280,M.2 SATA,,SanDisk,SanDisk X400 128GB SSD M.2-2280 SATA,False,287a4fde-8728-411d-bbe4-5f10fb0eb0ed,ssd_0394,,X400,SSD,128GB
,1000,ssd,"2.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Blue 1TB 2.5"" SSD SATA",False,2894b732-ac5f-4f3b-9a7d-c53dbb3870a9,ssd_0395,,Blue,SSD,1000GB
,256,ssd,M.2-2280,M.2 PCIe 3.0 x4,,XPG,XPG SX6000 Lite 256GB SSD M.2 NVMe,True,28b1579a-0ff1-462a-9ef7-4902ee0e4fae,ssd_0396,,SX6000,SSD,256GB
,250,ssd,M.2-2280,M.2 PCIe 3.0 x4,,Crucial,Crucial P2 250 GB SSD M.2-2280 PCIe 3.0 X4 NVMe,True,28d880e5-0f0d-4ad0-93bb-e76a2920826a,ssd_0397,,P2,SSD,250GB
,4000,ssd,M.2-2280,M.2 PCIe 3.0 x4,,Western Digital,Western Digital Black SN750 4TB SSD M.2-2280 NVMe PCIe 3.0 X4,True,28e680a6-1e37-4e42-a689-a10e8f42a0de,ssd_0398,,Black,SSD,4000GB
,1000,ssd,M.2-2280,M.2 PCIe 3.0 x4,,Seagate,Seagate BarraCuda 510 1TB M.2-2280 SSD PCIe 3.0 X4 NVMe,True,29029494-dac0-4d77-8911-a069da4901c7,ssd_0399,,BarraCuda,SSD,1000GB
,256,ssd,M.2-2280,M.2 PCIe 3.0 x4,,Orico,Orico D10 256GB SSD M.2-2280 PCIe 3.0 X4 NVMe,True,291bc1ad-3e5e-45ed-8d09-3828801ad3b3,ssd_0400,,D10,SSD,256GB
,1000,ssd,M.2-2280,M.2 PCIe 3.0 x4,,Seagate,Seagate FireCuda 510 1TB SSD M.2-2280 PCIe 3.0 X4 NVMe,True,29209500-62e4-4edc-8ef1-3f61cd28f103,ssd_0401,,FireCuda,SSD,1000GB
,1000,ssd,M.2-2280,M.2 PCIe 3.0 x4,,MSI,MSI SPATIUM M370 1TB SSD M.2-2280 PCIe 3.0 X4 NVMe,True,2961d62d-bd19-4123-8252-5a08bf701b7e,ssd_0402,,SPATIUM,SSD,1000GB
,200,ssd,"2.5""",SATA 6.0 Gb/s,,Intel,"Intel DC S3710 200GB SSD 2.5"" SATA",False,2977884a-c177-466d-98c3-2fb2f3be5bee,ssd_0403,,DC,SSD,200GB
,240,ssd,"2.5""",SATA 6.0 Gb/s,,Acer,"Acer SA100 240GB SSD 2.5"" SATA 6.0 Gb/s",False,29d041d9-62fc-47e3-b5c4-a0342520720a,ssd_0404,,SA100,SSD,240GB
,2000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,ADATA,ADATA LEGEND 900 PRO 2TB SSD M.2-2280 PCIe 4.0 x4 NVMe,True,29d72b05-aa3e-4690-9c05-a5fc7636fbb0,ssd_0405,,LEGEND,SSD,2000GB
,256,ssd,"2.5""",SATA 6.0 Gb/s,,Transcend,"Transcend TS256GSSD370S 256GB SSD 2.5"" SATA",False,29d796aa-9870-4104-a3aa-f95db1360bc6,ssd_0406,,TS256GSSD370S,SSD,256GB
,2000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,Netac,Netac NV5000 2TB M.2 SSD PCIe 4.0 NVMe,True,29d84c94-ee19-432e-b6e1-4ac9b642c2dd,ssd_0407,,NV5000,SSD,2000GB
,128,ssd,"2.5""",SATA 6.0 Gb/s,,TEAMGROUP,"TEAMGROUP GX2 128GB SSD 2.5"" SATA",False,29dc41be-9b0b-4a07-ae33-01850380921f,ssd_0408,,GX2,SSD,128GB
,120,ssd,"2.5""",SATA 6.0 Gb/s,,OCZ,"OCZ ARC 100 120 GB SSD 2.5"" SATA 6.0 Gb/s",False,29e80868-b957-44c6-b43e-aaafb02b1b32,ssd_0409,,ARC,SSD,120GB
,512,ssd,M.2-2280,M.2 PCIe 3.0 x4,,Samsung,Samsung XP941 512GB SSD M.2-2280 PCIe 3.0 x4 NVMe,True,2a0ed2d9-e812-402f-a2a1-8e0bbd8868e8,ssd_0410,,XP941,SSD,512GB
,256,ssd,M.2-2280,M.2 PCIe 3.0 x4,,FanXiang,FanXiang S500 Pro 256GB M.2 SSD PCIe 3.0 x4 NVMe,True,2a33580b-f22e-4bda-ae7e-719ef17a6e32,ssd_0411,,S500,SSD,256GB
,500,ssd,M.2-2280,M.2 PCIe 4.0 x4,,Western Digital,Western Digital Black SN770 500GB SSD M.2-2280 PCIe 4.0 X4 NVMe,True,2a3a35a2-cab4-4ed6-a56f-3b1484c9b22d,ssd_0412,,Black,SSD,500GB
,1000,ssd,M.2-2280,M.2 PCIe 5.0 x4,,Crucial,Crucial T710 1TB M.2-2280 SSD PCIe 5.0 x4 NVMe,True,2a3ac29e-02ac-4556-9e61-32ad52cbadb2,ssd_0413,,T710,SSD,1000GB
,60,ssd,"2.5""",SATA 3.0 Gb/s,,Corsair,"Corsair Nova Series 2 60GB SSD 2.5"" SATA",False,2a4b0517-4991-415d-a7f4-2845c86c6fcf,ssd_0414,,Nova,SSD,60GB
,500,ssd,M.2-2280,M.2 PCIe 3.0 x4,,MSI,MSI SPATIUM M371 500GB SSD M.2-2280 PCIe 3.0 x4 NVMe,True,2a5411d1-3089-4762-8ffe-bbd32180aaa8,ssd_0415,,SPATIUM,SSD,500GB
,1000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,ADATA,ADATA LEGEND 800 GOLD 1TB SSD M.2-2280 PCIe 4.0 X4 NVMe,True,2a7c1b44-e986-4d35-88f5-4b2ab40dd983,ssd_0416,,LEGEND,SSD,1000GB
,2000,ssd,M.2-2230,M.2 PCIe 4.0 x4,,Corsair,Corsair MP600 CORE MINI 2TB SSD M.2-2230 PCIe 4.0 x4 NVMe,True,2a81a99b-0c75-429d-bec2-881fb06f317e,ssd_0417,,MP600,SSD,2000GB
,1000,ssd,M.2-2280,M.2 PCIe 5.0 x4,,Sabrent,Sabrent Rocket 5 1TB SSD M.2 PCIe 5.0 NVMe,True,2a835e08-1db0-4789-b186-b0a179d5f39f,ssd_0418,,Rocket,SSD,1000GB
,1000,ssd,"2.5""",SATA 6.0 Gb/s,,Samsung,"Samsung 850 Pro 1TB SSD 2.5"" SATA 6.0 Gb/s",False,2a902845-c45d-46bd-9990-9800db57407b,ssd_0419,,850,SSD,1000GB
,128,ssd,M.2-2280,M.2 PCIe 3.0 x2,,Western Digital,Western Digital SN520 128GB SSD M.2-2280 PCIe 3.0 X2 NVMe,True,2a93a48b-689f-4a36-918a-25b096069f8a,ssd_0420,,SN520,SSD,128GB
,256,ssd,M.2-2280,M.2 PCIe 3.0 x4,,Apacer,Apacer AS2280P4 256GB SSD M.2 PCIe 3.0 NVMe,True,2aa658ac-14b7-4fff-ab41-2ef915141bf3,ssd_0421,,AS2280P4,SSD,256GB
,2000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,TEAMGROUP,TEAMGROUP T-Force Cardea Z44L 2TB SSD M.2 PCIe 4.0 NVMe,True,2ac11020-9d0c-4c17-bbe0-94f95841d7e1,ssd_0422,,T-Force,SSD,2000GB
,2000,ssd,M.2-2230,M.2 PCIe 4.0 x4,,Kingston,Kingston NV3 2TB SSD M.2-2230 PCIe 4.0 x4 NVMe,True,2ae0deda-0752-4eb7-b5b4-b9af7311f599,ssd_0423,,NV3,SSD,2000GB
,2000,ssd,"2.5""",SATA 6.0 Gb/s,,Lexar,"Lexar NS100 2TB SSD 2.5"" SATA 6.0 Gb/s",False,2af7b41f-935a-42d2-8a14-4930f6647f10,ssd_0424,,NS100,SSD,2000GB
,1000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,Inland,Inland TN470 1TB M.2 SSD PCIe 4.0 NVMe,True,2afd9e5b-6822-482a-9bbd-26b4c3e26b00,ssd_0425,,TN470,SSD,1000GB
,512,ssd,"2.5""",SATA 6.0 Gb/s,,Kingston,"Kingston SSDNow KC400 512GB SSD 2.5"" SATA 6.0 Gb/s",False,2b13c4e1-2042-473b-b563-747430a903dd,ssd_0426,,SSDNow,SSD,512GB
,2000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,KIOXIA,KIOXIA EXCERIA PRO 2TB M.2-2280 SSD PCIe 4.0 x4 NVMe,True,2b23f7ff-b05a-4058-862f-74792b27440d,ssd_0427,,EXCERIA,SSD,2000GB
,2000,ssd,M.2-2280,M.2 PCIe 5.0 x4,,Seagate,Seagate FireCuda 540 w/Heatsink 2TB SSD M.2-2280 PCIe 5.0 x4 NVMe,True,2b624666-7b01-47d4-8786-10fbb95bc41b,ssd_0428,,FireCuda,SSD,2000GB
,32,ssd,M.2-2280,M.2 SATA,,Transcend,Transcend MTS800 32GB SSD M.2-2280 SATA,False,2b6e7179-842a-4cb0-ad33-c3f1a6021ca6,ssd_0429,,MTS800,SSD,32GB
,256,ssd,M.2-2280,M.2 PCIe 3.0 x4,,ADATA,ADATA XPG SX8200 Pro 256GB M.2 SSD PCIe 3.0 X4 NVMe,True,2b9454f9-c370-4220-aeb0-84be63f06d11,ssd_0430,,XPG,SSD,256GB
,2000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,Apacer,Apacer AS2280Q4 2TB M.2-2280 SSD PCIe 4.0 X4 NVMe,True,2ba80401-1595-4723-9c24-5f13a2c7019f,ssd_0431,,AS2280Q4,SSD,2000GB
,1000,ssd,M.2-2280,M.2 PCIe 3.0 x4,,HP,HP EX900 1TB SSD M.2-2280 NVMe PCIe 3.0 X4,True,2bc56144-51d2-43ee-bff3-338a2305134b,ssd_0432,,EX900,SSD,1000GB
,120,ssd,"2.5""",SATA 6.0 Gb/s,,OCZ,"OCZ Vertex 460 120GB SSD 2.5"" SATA",False,2bc59982-e447-4811-a9e3-c3c1e6ed67e7,ssd_0433,,Vertex,SSD,120GB
,512,ssd,M.2-2280,M.2 PCIe 3.0 x4,,Transcend,Transcend 110S 512GB SSD M.2-2280 PCIe 3.0 X4 NVMe,True,2bceea13-4548-4a84-aa1f-793ebb379592,ssd_0434,,110S,SSD,512GB
,2000,ssd,M.2-2280,M.2 PCIe 5.0 x4,,Crucial,Crucial T700 2TB M.2 SSD PCIe 5.0 NVMe,True,2bda88e8-eaf2-43cc-8998-36b6760a139a,ssd_0435,,T700,SSD,2000GB
,128,ssd,M.2-2280,M.2 SATA,,TEAMGROUP,TEAMGROUP MS30 128GB SSD M.2-2280 SATA,False,2be20c11-4ce9-409f-b3ea-a8476ba23886,ssd_0436,,MS30,SSD,128GB
,1000,ssd,M.2-2280,M.2 PCIe 5.0 x4,,Samsung,Samsung 9100 PRO 1TB M.2-2280 SSD PCIe 5.0 x4 NVMe,True,2bff6313-85a3-42bf-b556-40fee1387ea3,ssd_0437,,9100,SSD,1000GB
,240,ssd,"2.5""",SATA 6.0 Gb/s,,Crucial,"Crucial M500 240GB SSD 2.5"" SATA",False,2c00d665-2d5b-4550-83e7-4125ed2d110a,ssd_0438,,M500,SSD,240GB
,2000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,Silicon Power,Silicon Power US75 2TB M.2-2280 SSD PCIe 4.0 X4 NVMe,True,2c175f9f-f0f5-4735-b27f-2bdaf43a29d2,ssd_0439,,US75,SSD,2000GB
,2000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,Titanium Micro,Titanium Micro TH7175 2TB M.2-2280 SSD PCIe 4.0 X4 NVME,True,2c4234c7-4a7f-4d8c-b1b5-8f18d4a31cf5,ssd_0440,,TH7175,SSD,2000GB
,1000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,PNY,PNY CS2241 1TB M.2-2280 SSD PCIe 4.0 x4 NVMe,True,2c51a041-053d-401d-9b99-b509be72c421,ssd_0441,,CS2241,SSD,1000GB
,1000,ssd,PCIe,M.2 PCIe 3.0 x4,,Intel,Intel Optane 905P 1.5 TB SSD PCIe NVMe,True,2c5340dc-81d8-432b-8378-dd57b94d5cda,ssd_0442,,Optane,SSD,1000GB
,1000,ssd,M.2-2280,M.2 PCIe 3.0 x4,,AGI,AGI AI298 1TB M.2-2280 SSD PCIe 3.0 X4 NVMe,True,2c5b143b-41fe-4824-b68c-7937c692a181,ssd_0443,,AI298,SSD,1000GB
,1000,ssd,M.2-2230,M.2 PCIe 4.0 x4,,Micron,Micron 2400 1TB SSD M.2-2230 PCIe 4.0 x4 NVMe,True,2c6e5bf9-2ed6-458c-be8c-16eb31e2a55d,ssd_0444,,2400,SSD,1000GB
,1000,ssd,PCIe,M.2 PCIe 3.0 x4,,Gigabyte,Gigabyte AORUS 1TB SSD PCIe PCIe x4 NVMe,True,2c902998-561f-440a-8fc1-9ec17147eec1,ssd_0445,,AORUS,SSD,1000GB
,15000,ssd,"2.5""",SAS 12.0 Gb/s,,Samsung,"Samsung PM1633a 15.36 TB SSD 2.5"" SAS 12.0 Gb/s",False,2c932310-479f-4f4b-88a7-2a808438d86b,ssd_0446,,PM1633a,SSD,15000GB
,2000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,Acer,Acer FA200 2TB M.2-2280 SSD PCIe 4.0 X4 NVMe,True,2caf48d7-2ead-4d32-b713-1976256875a5,ssd_0447,,FA200,SSD,2000GB
