cache_l2,cache_l3,category,clock_base,clock_boost,clock_efficiency_base,clock_efficiency_boost,cores_efficiency,cores_performance,cores_total,integrated_graphics,manufacturer,memory_channels,memory_max_gb,memory_types,microarchitecture,name,opendb_id,part_id,release_year,series,socket,tdp,threads,variant
2,16,cpu,3.8,5.1,,,,8,8,Intel UHD Graphics 630,Intel,,,,Comet Lake,Intel Core i7 10700K Avengers Collector's Edition 3.8 GHz 8-Core LGA1200,6233c260-d628-42bf-922b-fdfec2f22938,cpu_0307,,Intel Core i7,LGA 1200,125,16,
4,16,cpu,2.5,4.9,,,,8,8,None,Intel,,,,Rocket Lake,Intel Core i7 11700F 2.5 GHz 8-Core LGA1200,62796b62-0aa6-4a09-a2d5-5470a5c4d96c,cpu_0308,,Intel Core i7,LGA 1200,65,16,
1,8,cpu,3.7,4.1,,,,4,4,None,Intel,,,,Kaby Lake,Intel Xeon E3 1240 V6 3.7 GHz 4-Core LGA1151,62959454-cb04-46c8-a94f-3f194a120e78,cpu_0309,,Intel Xeon E3,LGA 1151,72,8,
8,32,cpu,3.8,5.3,,,,8,8,AMD Radeon,AMD,,,DDR5,Zen 4,AMD Ryzen 7 PRO 7745 3.8 GHz 8-Core AM5,62ae475a-b7db-4604-85cb-b0103c24345c,cpu_0310,,AMD Ryzen 7 PRO,AM5,65,16,
5,12,cpu,3.3,4.3,,,,4,4,Intel UHD Graphics 730,Intel,,,"DDR5, DDR4",Alder Lake,Intel Core i3 12100 3.3 GHz 4-Core LGA1700,63e78ef0-3723-44e2-b64d-ae7ef297cc46,cpu_0311,,Intel Core i3,LGA 1700,60,8,
16,64,cpu,4.5,5.7,,,,16,16,AMD Radeon,AMD,,,DDR5,Zen 4,AMD Ryzen 9 7950X 4.5 GHz 16-Core AM5,63f23f26-d52c-4e3c-be6e-0d25163cff59,cpu_0312,,AMD Ryzen 9,AM5,170,32,
1,8,cpu,3.7,4.1,,,,4,4,None,Intel,,,,Kaby Lake,Intel Xeon E3 1240 V6 3.7 GHz 4-Core LGA1151,643db234-d326-42e4-b784-e25315ef41e1,cpu_0313,,Intel Xeon E3,LGA 1151,72,8,
6,8,cpu,3.6,3.9,,,,6,6,None,AMD,,,,Bulldozer,AMD FX FX FX-6130 3.6 GHz 6-Core AM3+ OEM/Tray,643f6223-be25-462c-b89b-9470d84a2c56,cpu_0314,,AMD FX,AM3+,125,6,
1,8,cpu,3.6,4,,,,4,4,Intel HD Graphics P4600,Intel,,,,Haswell Refresh,Intel Xeon E3 1276 V3 3.6 GHz 4-Core LGA1150,654e2042-fc90-4f49-a660-88193dab96cc,cpu_0315,,Intel Xeon E3,LGA 1150,84,8,
1,6,cpu,3.8,4.2,,,,4,4,Intel HD Graphics 630,Intel,,,,Kaby Lake,Intel Core i5 7600K 3.8 GHz 4-Core LGA1151 OEM/Tray,65d71712-5992-4183-8801-83ea0853e677,cpu_0316,,Intel Core i5,LGA 1151,91,4,
2.5,6,cpu,3.7,0,0,0,0,2,2,Intel UHD Graphics 710,Intel,2,,"DDR5, DDR4",Alder Lake,Intel Pentium Gold G7400 Processor,65d8587b-e6ea-490d-b059-9d545cafe8e0,cpu_0317,2022,Pentium Gold,LGA 1700,46,4,
1,8,cpu,3.7,4.4,,,,4,4,None,Intel,,,,Coffee Lake Refresh,Intel Core i3 9320 3.7 GHz 4-Core LGA1151,67819769-5977-47cf-b545-9439fb0c4fa5,cpu_0318,,Intel Core i3,LGA 1151,62,4,
1,0,cpu,3.2,3.4,,,,2,2,AMD Radeon HD 7480D,AMD,,,,Piledriver,AMD A4 A4-4020 3.2 GHz 2-Core FM2 OEM/Tray,686841ce-0c4d-4b7e-ae30-3be37164b3b6,cpu_0319,,AMD A4,FM2,65,2,
1,6,cpu,3.5,3.9,,,,4,4,Intel HD Graphics 530,Intel,,,,Skylake,Intel Core i5 6600K 3.5 GHz 4-Core LGA1151,688d44d2-2880-4470-94b3-48a3adb70dcf,cpu_0320,,Intel Core i5,LGA 1151,91,4,
1,8,cpu,3.5,3.9,,,,4,4,None,Intel,,,,Kaby Lake,Intel Xeon E3 1230 V6 3.5 GHz 4-Core LGA1151 OEM/Tray,697e6495-03e9-4fdb-a147-4254b8ffaf33,cpu_0321,,Intel Xeon E3,LGA 1151,72,8,
2,16,cpu,3.6,5,,,,8,8,Intel UHD Graphics 630,Intel,,,,Coffee Lake Refresh,Intel Core i9 9900K 3.6 GHz 8-Core LGA1151 OEM/Tray,6988a466-9cf6-491a-98af-d926e9ce608b,cpu_0322,,Intel Core i9,LGA 1151,95,16,
5,15,cpu,3.3,3.6,,,,6,6,None,Intel,,,,Haswell,Intel Core i7 5820K 3.3 GHz 6-Core LGA2011-3,69d0fa11-ceff-43ac-9e1f-611b9e9286b0,cpu_0323,,Intel Core i7,LGA 2011-3,140,12,
8,8,cpu,4,4.3,,,,8,8,None,AMD,,,,Piledriver,AMD FX FX FX-8370 4 GHz 8-Core AM3+,69ea06c9-850f-48c9-ae60-9b1b5525c040,cpu_0324,,AMD FX,AM3+,125,8,
4,16,cpu,3.2,4.1,,,,8,8,None,AMD,,,DDR4,Zen+,AMD Ryzen 7 2700 3.2 GHz 8-Core AM4 OEM/Tray,6a068da8-54a5-4ff3-a8cf-a066cdaf0ae5,cpu_0325,,AMD Ryzen 7,AM4,65,16,
6,32,cpu,3.8,5.1,,,,6,6,AMD Radeon,AMD,,,DDR5,Zen 4,AMD Ryzen 5 PRO 7645 3.8 GHz 6-Core AM5 OEM/Tray,6a1ab0c4-2b0f-442c-b058-64ee490c8fc6,cpu_0326,,AMD Ryzen 5 PRO,AM5,65,12,
26,24,cpu,4.2,5.2,3.6,4.6,,,14,None,Intel,,,DDR5,Arrow Lake,Intel Core Ultra 5 245KF 4.2 GHz 14-Core LGA1851,6ac6af9c-ce11-4466-bdc2-781547645907,cpu_0327,,Intel Core Ultra 5,LGA 1851,125,14,
14,25,cpu,3.3,4.4,,,,14,14,None,Intel,,,,Skylake,Intel Core i9 9940X 3.3 GHz 14-Core LGA2066,6afef332-8827-4395-aab4-da636e15e414,cpu_0328,,Intel Core i9,LGA 2066,165,28,
6,32,cpu,3.8,5.1,,,,,6,AMD Radeon Graphics,AMD,2,,DDR5,Zen 4,AMD Ryzen 5 7600 3.8 GHz 6-Core AM5,6b03b443-7b22-491c-b301-7e2a285359df,cpu_0329,2023,AMD Ryzen 5 7000,AM5,65,12,7600
5,12,cpu,3.4,4.8,,,,6,6,None,Intel,,,,Coffee Lake Refresh,Intel Xeon E 2236 3.4 GHz 6-Core LGA1151,6b92af7a-53e6-4f2d-9884-104985c96939,cpu_0330,,Intel Xeon E,LGA 1151,80,12,
4,0,cpu,4,4.3,,,,4,4,AMD Radeon HD 8670D,AMD,,,,Piledriver,AMD A10 A10 A10-6790K 4 GHz 4-Core FM2,6bb52247-ea4c-4fdf-9b79-4c4c50a59c62,cpu_0331,,AMD A10,FM2,100,4,
4,96,cpu,3.4,4.5,,,,8,8,None,AMD,,,DDR4,Zen 3,AMD Ryzen 7 5800X3D 3.4 GHz 8-Core AM4,6c0ac2b9-20b2-40f8-b206-06877dc8f047,cpu_0332,,AMD Ryzen 7,AM4,105,16,
32,36,cpu,3,6,2.4,4.3,,,24,Intel UHD Graphics 770,Intel,,,"DDR5, DDR4",Raptor Lake,Intel Core i9 13900KS 3.0 GHz 24-Core LGA1700,6c6e1256-9fe2-4499-9e75-f0e4b09b169c,cpu_0333,,Intel Core i9,LGA 1700,150,32,
18,75,cpu,3,4.8,,,,18,18,None,Intel,,,,Cascade Lake,Intel Core i9 10980XE 3 GHz 18-Core LGA2066,6c855be2-28df-4960-9085-a26ca3d4cb76,cpu_0334,,Intel Core i9,LGA 2066,165,36,
5,15,cpu,3.7,4,,,,6,6,None,Intel,,,,Ivy Bridge,Intel Xeon E5 1660 V2 3.7 GHz 6-Core LGA2011 OEM/Tray,6c8f1373-cb1e-4037-b04a-0c97545df8ed,cpu_0335,,Intel Xeon E5,LGA 2011,130,12,
4,0,cpu,3.7,4,,,,4,4,AMD Radeon R7 (on-die),AMD,,,,Steamroller,AMD A10 Pro 7850B 3.7 GHz 4-Core FM2+,6ca6759f-470e-4279-999b-8101f511d32f,cpu_0336,,AMD A10,FM2+,95,4,
24,128,cpu,4.2,5.3,,,,24,24,None,,4,,DDR5,Zen 4,AMD Ryzen Threadripper 7960X,6cac8d9c-b7e4-4ad4-a06d-ecb5c06220a4,cpu_0337,2023,,sTR5,350,48,
3,32,cpu,3.6,4.1,,,,6,6,None,AMD,,,DDR4,Zen 2,AMD Ryzen 5 3500 3.6 GHz 6-Core AM4,6ce56c54-ee7e-462a-a5c2-13c213baa034,cpu_0338,,AMD Ryzen 5,AM4,65,6,
,24.75,cpu,3,4.8,,,0,18,18,None,Intel,4,,DDR4,Cascade Lake,Intel Core i9-10980XE Extreme Edition,6d0bc8fb-705d-4175-8fcd-0f6d16d5bb0a,cpu_0339,2019,,LGA 2066,165,36,
26,24,cpu,3.4,5,2.9,4.4,,,14,Intel Xe Graphics,Intel,,,DDR5,Arrow Lake,Intel Core Ultra 5 235 3.4 GHz 14-Core LGA1851,6d3271f1-8116-48cc-906b-f0faa1f6313d,cpu_0340,,Intel Core Ultra 5,LGA 1851,65,14,
1,8,cpu,3.4,4.5,,,,4,4,Intel HD Graphics P630,Intel,,,,Coffee Lake,Intel Xeon E 2124G 3.4 GHz 4-Core LGA1151,6d407744-c962-438e-b592-071bc5dea994,cpu_0341,,Intel Xeon E,LGA 1151,71,4,
5,20,cpu,3.4,3.7,,,,6,6,None,Intel,,,,Haswell,Intel Xeon E5 2643 V3 3.4 GHz 6-Core LGA2011-3 OEM/Tray,6d7b7dbb-ffa4-48a5-ac1d-566aac004c4c,cpu_0342,,Intel Xeon E5,LGA 2011-3,135,12,
5,12,cpu,4,5,,,,6,6,Intel UHD Graphics 630,Intel,,,,Coffee Lake,Intel Core i7 8086K 4 GHz 6-Core LGA1151,6d82f8fd-3d58-413a-a2ff-e53635192444,cpu_0343,,Intel Core i7,LGA 1151,95,12,
1,10,cpu,3.5,3.8,,,,4,4,None,Intel,,,,Broadwell,Intel Xeon E5 1620 V4 3.5 GHz 4-Core LGA2011-3 OEM/Tray,6de74123-8810-41c3-b902-dda55ca5ed43,cpu_0344,,Intel Xeon E5,LGA 2011-3,140,8,
3,32,cpu,3.7,4.7,,,,6,6,None,AMD,,,DDR4,Zen 3,AMD Ryzen 5 5600XT 3.7 GHz 6-Core AM4,6e0c030f-3100-4cce-a94c-b0120527114e,cpu_0345,,AMD Ryzen 5,AM4,65,12,
1,0,cpu,3.8,4,,,,2,2,AMD Radeon HD 8370D,AMD,,,,Piledriver,AMD A4 6320 3.8 GHz 2-Core FM2,6e10eb7e-4936-4b49-8007-ad3a09dc291a,cpu_0346,,AMD A4,FM2,65,2,
12,25,cpu,3.5,4.4,,,,12,12,None,Intel,,,,Skylake,Intel Core i9 9920X 3.5 GHz 12-Core LGA2066,6f04117e-95fd-483a-9b27-31b2ba116adc,cpu_0347,,Intel Core i9,LGA 2066,165,24,
14,25,cpu,3.3,4.8,,,,14,14,None,Intel,,,,Cascade Lake,Intel Core i9 10940X 3.3 GHz 14-Core LGA2066,6f26463d-b846-43af-9b16-523ac398be66,cpu_0348,,Intel Core i9,LGA 2066,165,28,
1,15,cpu,3.5,3.8,,,,4,4,None,Intel,,,,Ivy Bridge,Intel Xeon E5 2637 V2 3.5 GHz 4-Core LGA2011 OEM/Tray,7054ae11-4aad-409d-a9ab-65abbc22caca,cpu_0349,,Intel Xeon E5,LGA 2011,130,8,
6,64,cpu,3.8,4.6,,,,12,12,None,AMD,,,DDR4,Zen 2,AMD Ryzen 9 3900X 3.8 GHz 12-Core AM4,70bae351-5e16-46d2-ac14-821d393b6244,cpu_0350,,AMD Ryzen 9,AM4,105,24,
3,32,cpu,3.5,4.5,,,,6,6,None,AMD,,,DDR4,Zen 3,AMD Ryzen 5 5600T 3.5 GHz 6-Core AM4,7201515e-9de2-4f91-a732-aa01bafa6785,cpu_0351,,AMD Ryzen 5,AM4,65,12,
1,8,cpu,3.5,3.9,,,,4,4,Intel HD Graphics 4600,Intel,,,,Haswell,Intel Core i7 4770K 3.5 GHz 4-Core LGA1150,7272e5f1-7e89-41a9-a45d-d4ff55e48d1e,cpu_0352,,Intel Core i7,LGA 1150,84,8,
5,15,cpu,2.6,3.1,,,,6,6,None,Intel,,,,Ivy Bridge,Intel Xeon E5 2630 V2 2.6 GHz 6-Core LGA2011 OEM/Tray,7377252c-2ad0-4602-ba1e-a4501d981d4c,cpu_0353,,Intel Xeon E5,LGA 2011,80,12,
5,9,cpu,3,4.4,,,,6,6,None,Intel,,,,Coffee Lake Refresh,Intel Core i5 9500F 3.0 GHz 6-Core LGA1151 OEM/Tray,74246a26-6482-4c8c-8ebf-67122c81cdde,cpu_0354,,Intel Core i5,LGA 1151,65,6,
4,16,cpu,3.7,4.3,,,,8,8,None,AMD,,,DDR4,Zen+,AMD Ryzen 7 2700X 3.7 GHz 8-Core AM4,7505f3bc-2762-4f9d-ac53-7877a4a4f9b5,cpu_0355,,AMD Ryzen 7,AM4,105,16,
3,16,cpu,3.9,4.4,,,,6,6,AMD Radeon Vega 7,AMD,,,DDR4,Zen 3,AMD Ryzen 5 5600G 3.9 GHz 6-Core AM4,7564da71-725e-4a56-9d79-d80377b7a92f,cpu_0356,,AMD Ryzen 5,AM4,65,12,
1,0,cpu,3.2,3.4,,,,2,2,AMD Radeon HD 7480D,AMD,,,,Piledriver,AMD A 4 A4-4020 3.2 GHz 2-Core FM2,761d5501-690d-48e2-ba1e-4cceba77c9ec,cpu_0357,,AMD A4,FM2,65,2,
5,12,cpu,2.9,4.3,,,,6,6,None,Intel,,,,Comet Lake,Intel Core i5 10400F 2.9 GHz 6-Core LGA1200,766557bd-4a3c-4fb1-93e4-2e12c0264a74,cpu_0358,,Intel Core i5,LGA 1200,65,12,
4,16,cpu,2.5,5.2,,,,8,8,None,Intel,,,,Rocket Lake,Intel Core i9 11900F 2.5 GHz 8-Core LGA1200,77063356-dfab-449c-b57b-cb57cb00d455,cpu_0359,,Intel Core i9,LGA 1200,65,16,
2,16,cpu,3.6,5,,,,8,8,Intel UHD Graphics 630,Intel,,,,Coffee Lake Refresh,Intel Core i9 9900K (Standard Folding Box) 3.6 GHz 8-Core LGA1151,77b34328-7f21-480e-8293-c9f24b25564c,cpu_0360,,Intel Core i9,LGA 1151,95,16,
1.25,4,cpu,3.4,0,0,0,0,2,2,Intel UHD Graphics 710,,2,,"DDR5, DDR4",Alder Lake,Intel Celeron G6900,77d5724f-dbd3-463f-aa65-055860a2810d,cpu_0361,2022,,LGA 1700,46,2,
12,128,cpu,4.4,5.6,,,,12,12,AMD Radeon,AMD,,,DDR5,Zen 4,AMD Ryzen 9 7900X3D 4.4 GHz 12-Core AM5,78196eaf-6ffa-4232-976b-c50e0680157e,cpu_0362,,AMD Ryzen 9,AM5,120,24,
2,20,cpu,1.9,2.4,,,,8,8,None,Intel,,,,Ivy Bridge,Intel Xeon E5 2440V2 1.9 GHz 8-Core LGA1356,7852956d-2a9f-49e2-b4f9-5978b5a20591,cpu_0363,,Intel Xeon E5,LGA 1356,95,16,
2,20,cpu,1.8,2.3,,,,8,8,None,Intel,,,,Sandy Bridge,Intel Xeon E5 2650L 1.8 GHz 8-Core LGA2011 OEM/Tray,78745c83-e66a-4d98-888d-d440979da3c4,cpu_0364,,Intel Xeon E5,LGA 2011,70,16,
1,8,cpu,3.4,3.9,,,,4,4,Intel HD Graphics 4600,Intel,,,,Haswell,Intel Core i7 4770 3.4 GHz 4-Core LGA1150,789b238e-e475-43ec-b19f-e983837788c9,cpu_0365,,Intel Core i7,LGA 1150,84,8,
8,5,cpu,3.8,4.5,,,,8,8,None,Intel,,,,Skylake,Intel Core i7 9800X 3.8 GHz 8-Core LGA2066 OEM/Tray,7902c011-a69a-4cf3-bcad-0baa94831e43,cpu_0366,,Intel Core i7,LGA 2066,165,16,
1,8,cpu,4.3,4.5,,,,4,4,None,Intel,,,,Kaby Lake,Intel Core i7 7740X 4.3 GHz 4-Core LGA2066,7934f7d1-9dcf-4d51-853c-a0953abde6fe,cpu_0367,,Intel Core i7,LGA 2066,112,8,
1,8,cpu,4,4.6,,,,4,4,Intel HD Graphics 630,Intel,,,,Coffee Lake Refresh,Intel Core i3 9350K 4 GHz 4-Core LGA1151,79613547-55d7-4ec2-ab6d-317322383af9,cpu_0368,,Intel Core i3,LGA 1151,91,4,
3,30,cpu,2.3,3.1,,,,12,12,None,Intel,,,,Haswell,Intel Xeon E5 2670 V3 2.3 GHz 12-Core LGA2011-3,79ba4e92-329a-4a2a-a8e3-c0ada060120b,cpu_0369,,Intel Xeon E5,LGA 2011-3,120,24,
2,16,cpu,3.6,3.9,,,,4,4,None,AMD,,,DDR4,Zen 2,AMD Ryzen 3 3100 3.6 GHz 4-Core AM4,7a9c7440-6aca-4f8e-a6a1-9ae438789cd9,cpu_0370,,AMD Ryzen 3,AM4,65,8,
8,96,cpu,4.7,5.2,,,,,8,AMD Radeon,AMD,2,,DDR5,Zen 5,AMD Ryzen 7 9800X3D 4.7 GHz 8-Core AM5,7ab840c3-8c52-4ced-a65c-7b0922ca479e,cpu_0371,2024,AMD Ryzen 7,AM5,120,16,
24,128,cpu,4.2,5.3,,,,,24,None,AMD,8,,DDR5,Zen 4,AMD Ryzen Threadripper PRO 7965WX,7bcf034c-041b-45f1-bbde-9dafc7f0fb8c,cpu_0372,2023,AMD Ryzen Threadripper PRO 7000 WX,sTR5,350,48,7965WX
1,6,cpu,2.7,3.5,,,,4,4,Intel HD Graphics 530,Intel,,,,Skylake,Intel Core i5 6600T 2.7 GHz 4-Core LGA1151,7bf2f913-1f98-47fb-89b6-979704c62472,cpu_0373,,Intel Core i5,LGA 1151,35,4,
96,384,cpu,2.5,5.4,,,,,96,None,AMD,8,,DDR5,Zen 5,AMD Ryzen Threadripper PRO 9995WX,7c436acd-e411-40a5-9c9d-3c668029996e,cpu_0374,2025,Ryzen Threadripper PRO 9000 WX-Series,sTR5,350,192,Pro 9995WX
26,24,cpu,4.2,5.2,3.6,4.6,,,14,Intel Xe Graphics,Intel,,,DDR5,Arrow Lake,Intel Core Ultra 5 245K 4.2 GHz 14-Core LGA1851,7cbf59b4-fe0b-4941-8d69-51bb87d8fe51,cpu_0375,,Intel Core Ultra 5,LGA 1851,125,14,
3,30,cpu,2.5,3.3,,,,12,12,None,Intel,,,,Haswell,Intel Xeon E5 2680 V3 2.5 GHz 12-Core LGA2011-3 OEM/Tray,7d92d031-e565-4985-a288-89f8691bdd61,cpu_0376,,Intel Xeon E5,LGA 2011-3,120,24,
5,12,cpu,3.3,4.8,,,,6,6,Intel UHD Graphics 630,Intel,,,,Comet Lake,Intel Core i5 10600 3.3 GHz 6-Core LGA1200,7e0be556-2750-435b-b573-917a6703a70a,cpu_0377,,Intel Core i5,LGA 1200,65,12,
6,32,cpu,3.7,5,0,0,0,0,6,None,AMD,2,,DDR5,Zen 4,AMD Ryzen™ 5 7500F,7e2631f6-7672-4930-9c02-728bab88198f,cpu_0378,2023,,AM5,65,12,
1,6,cpu,3,3.7,,,,4,4,Intel HD Graphics 2500,Intel,,,,Ivy Bridge,Intel Core i5 3550S 3 GHz 4-Core LGA1155 (OEM/Tray),7e3e1ea3-19af-4d0b-b50a-61e344d92236,cpu_0379,,Intel Core i5,LGA 1155,65,4,
32,36,cpu,2,5.6,2.2,4.2,,,24,Intel UHD Graphics 770,Intel,,,"DDR5, DDR4",Raptor Lake,Intel Core i9 13900 2 GHz 24-Core LGA1700,7f001c73-b6ad-4adc-a2cf-e4f3d300bb5a,cpu_0380,,Intel Core i9,LGA 1700,65,32,
5,9,cpu,3,4.4,,,,6,6,Intel UHD Graphics 630,Intel,,,,Coffee Lake Refresh,Intel Core i5 9500 3 GHz 6-Core LGA1151 OEM/Tray,7f048ac5-0eae-400d-9574-ca3bf0c612f1,cpu_0381,,Intel Core i5,LGA 1151,65,6,
24,30,cpu,2.1,5.2,1.5,4.1,,,16,Intel UHD Graphics 770,Intel,,,"DDR5, DDR4",Raptor Lake,Intel Core i7 13700 2.1 GHz 16-Core LGA1700,7f0f36c1-c2c5-4bb9-bc9d-e3be2999a3fc,cpu_0382,,Intel Core i7,LGA 1700,65,24,
3,32,cpu,3.6,4.1,,,,6,6,None,AMD,,,DDR4,Zen 2,AMD Ryzen 5 3500X 3.6 GHz 6-Core AM4,7f125c39-b1e1-41f3-8ae8-562d3d5e6467,cpu_0383,,AMD Ryzen 5,AM4,65,6,
4,40,cpu,2.1,3,,,,16,16,None,Intel,,,,Broadwell,Intel Xeon E5 2683 V4 2.1 GHz 16-Core LGA2011-3 OEM/Tray,7f47e9d7-37da-42a6-a45b-30524e83db27,cpu_0384,,Intel Xeon E5,LGA 2011-3,120,32,
5,20,cpu,3.7,5.3,,,,10,10,Intel UHD Graphics 630,Intel,,,,Comet Lake,Intel Core i9 10900K 3.7 GHz 10-Core LGA1200,7fb6ddb6-7d41-4cfa-ac44-c29e4bed27c6,cpu_0385,,Intel Core i9,LGA 1200,125,20,
1,8,cpu,3.5,3.9,,,,4,4,Intel HD Graphics P4600,Intel,,,,Haswell Refresh,Intel Xeon E3 1246 V3 3.5 GHz 4-Core LGA1150,7fd9108b-8390-4f29-9d80-30d6cc7588db,cpu_0386,,Intel Xeon E3,LGA 1150,84,8,
1,6,cpu,3.2,3.6,,,,4,4,Intel HD Graphics 530,Intel,,,,Skylake,Intel Core i5 6500 3.2 GHz 4-Core LGA1151,8029ae47-ace5-4bb5-a495-83664d250f49,cpu_0387,,Intel Core i5,LGA 1151,65,4,
1,6,cpu,3,3.7,,,,4,4,Intel HD Graphics 4000,Intel,,,,Haswell Refresh,Intel Core i5 4590S 3.0 GHz 4-Core LGA1150,80ddf430-efb7-4abf-8ba0-ad0639b4a944,cpu_0388,,Intel Core i5,LGA 1150,65,4,
32,36,cpu,3.2,5.7,2.4,4.5,16,8,24,Intel UHD 770,Intel,2,,"DDR5, DDR4",Raptor Lake Refresh,Intel Core i9 14900KS 3.2 GHz 24-Core LGA1700,80eb4799-e845-4499-b4d2-6fdc253d9a48,cpu_0389,2024,Intel Core i9 14000,LGA 1700,150,32,14900KS
12,25,cpu,2.1,4.9,1.6,3.6,,,12,None,Intel,,,"DDR5, DDR4",Alder Lake,Intel Core i7 12700F 2.1 GHz 12-Core LGA1700,82e101d8-9816-4a6e-9d5a-7090e6933eea,cpu_0390,,Intel Core i7,LGA 1700,65,20,
5,15,cpu,2.6,3.1,,,,6,6,None,Intel,,,,Ivy Bridge,Intel Xeon E5 2630 V2 2.6 GHz 6-Core LGA2011,8394d851-4c6d-4182-87dd-fee84df4a01c,cpu_0391,,Intel Xeon E5,LGA 2011,80,12,
5,12,cpu,3.7,4.6,,,,6,6,None,Intel,,,,Coffee Lake Refresh,Intel Core i5 9600KF 3.7 GHz 6-Core LGA1151,83aee1bc-820b-42e4-a062-efb06b659df2,cpu_0392,,Intel Core i5,LGA 1151,95,6,
4,0,cpu,3.7,4,,,,4,4,None,AMD,,,,Steamroller,AMD Athlon X4 860K 3.7 GHz 4-Core FM2+ OEM/Tray,83dd64e0-32d8-4ca9-9c17-a6790266fc60,cpu_0393,,AMD Athlon X4,FM2+,95,4,
4,0,cpu,3.4,3.8,,,,4,4,AMD Radeon R7 (on-die),AMD,,,,Steamroller,AMD A-Series A10 7700K 3.4 GHz 4-Core FM2+,844f813a-23e6-465e-8541-b3a35c792861,cpu_0394,,AMD A10,FM2+,95,4,
2,0,cpu,3.2,3.6,,,,4,4,None,AMD,,,DDR4,Excavator,AMD Athlon X4 940 3.2 GHz 4-Core AM4 OEM/Tray,8455248d-5594-4392-b2ba-f579ca98b6e6,cpu_0395,,AMD Athlon X4,AM4,65,4,
2,0,cpu,3.1,3.4,,,,4,4,AMD Radeon R7 (on-die),AMD,,,DDR4,Excavator,AMD A 8 A8-9600 3.1 GHz 4-Core AM4,84969f34-49dc-457b-a78a-2875fa58b424,cpu_0396,,AMD A8,AM4,65,4,
6,96,cpu,4.1,4.7,,,,6,6,AMD Radeon,AMD,,,DDR5,Zen 4,AMD Ryzen 5 7600X3D 4.1 GHz 6-Core AM5 OEM/Tray,850de815-7c76-48e5-8097-a009109be14b,cpu_0397,,AMD Ryzen 5,AM5,65,12,
2,20,cpu,2.1,3,,,,8,8,None,Intel,,,,Broadwell,Intel Xeon E5 2620 V4 2.1 GHz 8-Core LGA2011-3,85614f1f-2102-4099-ab88-7ff3af4d5b16,cpu_0398,,Intel Xeon E5,LGA 2011-3,85,16,
12,25,cpu,2.1,4.9,1.6,3.6,,,12,Intel UHD Graphics 770,Intel,,,"DDR5, DDR4",Alder Lake,Intel Core i7 12700 2.1 GHz 12-Core LGA1700,868feebe-9c5d-47c2-b0e9-4aa78708b574,cpu_0399,,Intel Core i7,LGA 1700,65,20,
5,25,cpu,3,3.6,,,,10,10,None,Intel,,,,Ivy Bridge,Intel Xeon E5 2690 V2 3 GHz 10-Core LGA2011,87a598a3-432b-4481-8f6a-5eb95e18fff1,cpu_0400,,Intel Xeon E5,LGA 2011,130,20,
1,6,cpu,2.7,3.5,,,,4,4,Intel HD Graphics 530,Intel,,,,Skylake,Intel Core i5 6600T 2.7 GHz 4-Core LGA1151 OEM/Tray,8812a7c2-002c-4940-ad5d-93b62a1e3348,cpu_0401,,Intel Core i5,LGA 1151,35,4,
1,8,cpu,3.5,3.9,,,,4,4,None,Intel,,,,Haswell Refresh,Intel Xeon E3 1241 V3 3.5 GHz 4-Core LGA1150,88180f38-a27a-4c37-8022-5aeb06d158fe,cpu_0402,,Intel Xeon E3,LGA 1150,80,8,
8,8,cpu,4.4,4.7,,,,8,8,None,AMD,,,,Piledriver,AMD FX 9370 4.4 GHz 8-Core AM3+ OEM/Tray,88218b9c-2925-42c9-b551-cf3bb6529e2f,cpu_0403,,AMD FX,AM3+,220,8,
6,64,cpu,3.7,4.8,,,,12,12,None,AMD,,,DDR4,Zen 3,AMD Ryzen 9 5900X 3.7 GHz 12-Core AM4,88335ff6-ffb7-4410-87d0-2b28cf7b1008,cpu_0404,,AMD Ryzen 9,AM4,105,24,
1,8,cpu,3.5,3.9,,,,4,4,None,Intel,,,,Skylake,Intel Xeon E3 1240 V5 3.5 GHz 4-Core LGA1151,886af34a-4161-4ee6-a034-59746d3b57a2,cpu_0405,,Intel Xeon E3,LGA 1151,80,8,
5,50,cpu,2.2,3.6,,,,20,20,None,Intel,,,,Broadwell,Intel Xeon E5 2698 V4 2.2 GHz 20-Core LGA2011-3 OEM/Tray,891fb125-0c86-4ea2-ab5a-85bf033d8c6b,cpu_0406,,Intel Xeon E5,LGA 2011-3,135,40,
2,0,cpu,3.5,3.8,,,0,4,4,None,,2,,DDR4,Bristol Ridge,AMD Athlon X4 950,8937791f-331b-4887-9847-82f6b047c59b,cpu_0407,2017,,AM4,65,4,
36,30,cpu,2.4,5.3,1.8,4.6,,,20,None,Intel,,,DDR5,Arrow Lake,Intel Core Ultra 7 265F 2.4 GHz 20-Core LGA1851,894887e4-ef92-4a69-a9c0-757340b8f6e6,cpu_0408,,Intel Core Ultra 7,LGA 1851,65,20,
5,9,cpu,3.7,4.6,,,,6,6,Intel UHD Graphics 630,Intel,,,,Coffee Lake Refresh,Intel Core i5 9600K 3.7 GHz 6-Core LGA1151,8974c323-a771-45c8-ab96-48a386e83de1,cpu_0409,,Intel Core i5,LGA 1151,95,6,
4,32,cpu,3.6,4.4,,,,8,8,None,AMD,,,DDR4,Zen 2,AMD Ryzen 7 3700X 3.6 GHz 8-Core AM4,89eeefbe-a6d6-4f77-9c4d-025df2f10a3e,cpu_0410,,AMD Ryzen 7,AM4,65,16,
